accused_person_id,case_id,accused_name,gender,age,occupation,is_arrested,is_history_sheeter,address
A002469,CR002469,Meera Rattan,Female,28,Mechanic,True,True,"643, Bora Circle, Junagadh 400254"
A002470,CR002470,Balvan Vala,Male,28,Labourer,True,False,"H.No. 37, Mukherjee Zila, Haldia 076601"
A002471,CR002471,Sathvik Pathak,Male,27,Student,True,False,"10/43, Hora Zila, Nagpur-384272"
A002472,CR002472,Yasti Deshmukh,Female,52,Mechanic,True,False,"887, Kanda Circle, Bhatpara-879260"
A002473,CR002473,Upkaar Ravel,Male,32,Private Employee,True,False,"059, Arora, Guntur-170324"
A002474,CR002474,Xavier Bahl,Male,47,Government Employee,True,False,"507, Gola Road, Nagaon 590729"
A002475,CR002475,Diya Varkey,Female,57,Electrician,True,False,"37/63, Palla Marg, Nagercoil 502198"
A002476,CR002476,Zashil Nadkarni,Male,26,Government Employee,True,False,"22/947, Sekhon Ganj, Patiala-712692"
A002477,CR002477,Peter Shanker,Male,31,Student,True,False,"24/787, Sampath, Dhanbad 592690"
A002478,CR002478,David Saha,Male,60,Electrician,True,False,"H.No. 39, Chhabra Path, Gaya 410312"
A002479,CR002479,Yasti Ray,Female,65,Student,True,False,"H.No. 88, Chand Road, Tadepalligudem-556893"
A002480,CR002480,Yatan Chawla,Male,49,Private Employee,True,False,"H.No. 58, Mishra Ganj, Kavali-765769"
A002481,CR002481,Ishwar Batra,Male,51,Farmer,False,False,"50/57, Mall Path, Dhule-723943"
A002482,CR002482,Quincy Behl,Male,41,Business,True,False,"34/042, Rajan Circle, Anantapuram-839210"
A002483,CR002483,Balvan Sarraf,Male,55,Electrician,True,False,"H.No. 389, Bhardwaj Circle, Patiala-300746"
A002484,CR002484,Vasatika Dash,Female,42,Farmer,True,False,"05/02, Balakrishnan Street, Pali-017365"
A002485,CR002485,Lopa Singh,Female,48,Mechanic,False,False,"27, Nanda Chowk, Hapur-890229"
A002486,CR002486,Kevin Pathak,Male,18,Driver,True,False,"895, Shenoy Road, Vijayanagaram 800715"
A002487,CR002487,Nakul Iyer,Male,44,Farmer,True,False,"H.No. 298, Raja Nagar, Secunderabad 447077"
A002488,CR002488,Yuvraj Shah,Male,31,Business,True,False,"16/34, Kalla, Narasaraopet 858036"
A002489,CR002489,Bina Deol,Female,37,Farmer,True,False,"58/285, Dora Circle, Pallavaram 187989"
A002490,CR002490,Amaira Sem,Female,69,Private Employee,True,False,"H.No. 221, Singhal Marg, Narasaraopet 947261"
A002491,CR002491,Harish Pant,Male,47,Labourer,True,False,"35, Bahl Road, Rohtak 237730"
A002492,CR002492,Udyati Sinha,Female,18,Self Employed,False,True,"232, Kalla Zila, Agra-842851"
A002493,CR002493,Yochana Kaur,Female,22,Private Employee,True,False,"02/89, Bera Street, Agartala 622826"
A002494,CR002494,Jai Mander,Male,32,Private Employee,True,False,"41/02, Chauhan Chowk, Siliguri-734673"
A002495,CR002495,Ranbir Sandhu,Male,65,Electrician,False,False,"23, Patel, Mahbubnagar 971249"
A002496,CR002496,Jagrati Uppal,Female,60,Student,True,False,"H.No. 990, Handa Zila, Rohtak 766252"
A002497,CR002497,Riya Thakur,Female,69,Labourer,True,False,"09/342, Babu Ganj, Thoothukudi 101136"
A002498,CR002498,Kritika Bakshi,Female,26,Electrician,True,False,"H.No. 008, Chakrabarti Street, Avadi 522609"
A002499,CR002499,Yatan Krishnamurthy,Male,41,Student,True,False,"30, Vyas Nagar, Gudivada-875400"
A002500,CR002500,Gopal Sagar,Male,47,Labourer,True,False,"H.No. 258, Datta Street, Ramgarh 293546"
A002501,CR002501,Nathan Zachariah,Male,35,Student,True,True,"H.No. 56, Bera Zila, Orai 290214"
A002502,CR002502,Zansi Mani,Female,44,Student,True,False,"16/326, Brahmbhatt Chowk, Ramgarh 401879"
A002503,CR002503,Chameli Sheth,Female,21,Private Employee,True,False,"136, Viswanathan Ganj, Secunderabad 585240"
A002504,CR002504,Darsh Mangat,Male,33,Private Employee,True,False,"74/231, Gill Circle, Katihar-248831"
A002505,CR002505,Sara Bhatnagar,Female,37,Farmer,True,False,"964, Sahota Road, Bhatpara 311626"
A002506,CR002506,Karan Khosla,Male,38,Business,False,False,"19/601, Narasimhan Circle, Patna-689340"
A002507,CR002507,Balendra Memon,Male,32,Student,True,False,"02/57, Shukla Circle, Phagwara-468221"
A002508,CR002508,Jairaj Jhaveri,Male,43,Electrician,True,False,"171, Kaur Ganj, Tirupati-964594"
A002509,CR002509,Rishi Bhakta,Male,49,Business,True,False,"H.No. 784, Borah Nagar, Bhiwandi 849954"
A002510,CR002510,Balhaar Mangal,Male,57,Government Employee,True,False,"H.No. 60, Kara Zila, Machilipatnam 420508"
A002511,CR002511,Daksh Sangha,Male,50,Private Employee,True,False,"H.No. 20, Kapadia Path, Mau-787581"
A002512,CR002512,Laksh Keer,Male,39,Self Employed,True,False,"01, Bali Ganj, Karimnagar-024640"
A002513,CR002513,Oeshi Bumb,Female,58,Government Employee,False,False,"72/638, Roy Street, Rewa 121552"
A002514,CR002514,Frederick Ahluwalia,Male,20,Farmer,False,False,"H.No. 464, Barad Ganj, Tadepalligudem 847876"
A002515,CR002515,Ranveer Chakraborty,Male,19,Student,True,False,"658, Sandal Zila, Bhagalpur-713315"
A002516,CR002516,Falguni Brahmbhatt,Female,18,Private Employee,False,False,"995, Kulkarni Nagar, Kumbakonam-116269"
A002517,CR002517,Devansh Konda,Male,31,Government Employee,True,False,"H.No. 08, Bala Zila, Warangal 228020"
A002518,CR002518,George Dhawan,Male,52,Government Employee,True,False,"99/378, Dugal Zila, Shimoga 584617"
A002519,CR002519,Idika Kale,Female,33,Mechanic,True,False,"H.No. 372, Pillay Chowk, Katihar 488793"
A002520,CR002520,Udant Choudhry,Male,58,Business,True,False,"H.No. 93, Pradhan Street, Hubli–Dharwad-106406"
A002521,CR002521,Manan Guha,Male,51,Mechanic,True,False,"H.No. 93, Nath Marg, Korba 852818"
A002522,CR002522,Garima Kalita,Female,39,Private Employee,True,False,"71, Karnik Ganj, Mehsana 354890"
A002523,CR002523,Osha Sastry,Female,40,Government Employee,True,True,"H.No. 656, Bora Zila, Tumkur 531385"
A002524,CR002524,Ikbal Basak,Male,19,Business,True,False,"147, Mannan Street, Bhiwandi-756326"
A002525,CR002525,Tejas Srinivas,Male,44,Private Employee,True,False,"56, Talwar Chowk, Bulandshahr 294246"
A002526,CR002526,Jeremiah Kalla,Male,66,Labourer,False,True,"82/32, Purohit Zila, Thanjavur-346810"
A002527,CR002527,Hamsini Verma,Female,66,Labourer,True,True,"H.No. 440, Bhatia Path, Karaikudi 699956"
A002528,CR002528,Balvan Divan,Male,47,Self Employed,True,False,"H.No. 72, Trivedi Ganj, Tezpur-541785"
A002529,CR002529,Rudra Patla,Male,35,Mechanic,False,False,"91/854, Doctor, Bulandshahr 285271"
A002530,CR002530,Osha Acharya,Female,67,Government Employee,True,False,"50/380, Kapadia Path, Guwahati 218558"
A002531,CR002531,Bhavani Khatri,Female,46,Driver,True,False,"47, Chhabra Zila, Jalgaon 029936"
A002532,CR002532,Darsh Shankar,Male,46,Electrician,True,True,"572, Choudhary Road, Thrissur 807009"
A002533,CR002533,Yatin Mander,Male,19,Business,True,False,"H.No. 765, Shan Chowk, Farrukhabad 638865"
A002534,CR002534,Bhavya Singhal,Female,30,Private Employee,False,False,"56, Issac Chowk, Pondicherry-348264"
A002535,CR002535,Onveer Balasubramanian,Male,31,Farmer,True,True,"60, Kalita Marg, Lucknow-700652"
A002536,CR002536,Abeer Narayanan,Male,50,Self Employed,True,False,"377, Memon Nagar, Gangtok 124007"
A002537,CR002537,Pallavi Padmanabhan,Female,22,Farmer,True,False,"86/41, Sood Road, Berhampore-466735"
A002538,CR002538,Lohit Mitter,Male,64,Driver,True,False,"H.No. 486, Khalsa Road, Bally 260857"
A002539,CR002539,Jackson Kapoor,Male,43,Self Employed,True,False,"H.No. 20, Bhagat Path, Tirunelveli-436891"
A002540,CR002540,Warjas Arya,Male,23,Mechanic,True,False,"63, Manda Chowk, Satna-953644"
A002541,CR002541,Jacob Shere,Male,55,Mechanic,True,False,"91/050, Solanki Path, Erode 218072"
A002542,CR002542,Zinal Talwar,Female,54,Private Employee,True,False,"11/96, Iyer Marg, Baranagar 632646"
A002543,CR002543,Devika Singh,Female,70,Business,True,False,"H.No. 11, Khurana Road, Erode-769585"
A002544,CR002544,Aadhya Mitra,Female,39,Private Employee,True,True,"22, Ghose Chowk, Aizawl-017702"
A002545,CR002545,Girindra Kothari,Male,42,Private Employee,True,False,"15/230, Kalita Ganj, Baranagar-758537"
A002546,CR002546,Bakhshi Sankaran,Male,36,Farmer,True,True,"38/673, Kala Road, Jorhat 771023"
A002547,CR002547,Wishi Madan,Female,33,Self Employed,True,True,"003, Shah Chowk, Mehsana-602624"
A002548,CR002548,Mohammed Srivastava,Male,51,Private Employee,True,False,"H.No. 27, Roy Chowk, Chandigarh 674477"
A002549,CR002549,Vrinda Walia,Female,19,Electrician,True,False,"H.No. 562, Mane Ganj, Kolhapur 951445"
A002550,CR002550,Shaurya Date,Male,49,Driver,True,False,"81, Tak Ganj, Lucknow-196371"
A002551,CR002551,Pooja Modi,Female,36,Student,True,False,"56/25, Mallick Circle, Sikar-814271"
A002552,CR002552,Qasim Chaudry,Male,49,Electrician,True,False,"H.No. 39, Balasubramanian Nagar, Srikakulam 137584"
A002553,CR002553,Aadi Andra,Male,67,Government Employee,True,False,"64/95, Yadav Street, Kanpur 075845"
A002554,CR002554,Dayita Om,Female,22,Labourer,True,False,"98, Dhillon Zila, Mumbai 757743"
A002555,CR002555,Bhavya Suri,Female,49,Farmer,True,True,"91/90, Ravi, Guntur-442588"
A002556,CR002556,Harini Dugar,Female,19,Student,True,False,"H.No. 04, Sandal Path, Cuttack 673725"
A002557,CR002557,Veda Kapur,Female,25,Electrician,False,False,"32/046, Thakur Marg, Faridabad-794418"
A002558,CR002558,Anita Dada,Female,32,Student,True,True,"001, Mann Road, Kanpur 585396"
A002559,CR002559,Zayyan Shukla,Male,69,Private Employee,True,False,"94, Dora Road, Mangalore-708331"
A002560,CR002560,Pallavi Pal,Female,31,Labourer,True,False,"347, Virk Zila, Nagaon-984358"
A002561,CR002561,Wahab Bhatia,Male,34,Private Employee,True,False,"20, Gara Ganj, Patna-954090"
A002562,CR002562,Warinder Wable,Male,49,Mechanic,True,False,"53, Sant, Raiganj-521561"
A002563,CR002563,Bhavya Luthra,Female,21,Electrician,True,False,"362, Rattan Marg, Adoni 644890"
A002564,CR002564,Anmol Amble,Male,44,Farmer,True,False,"49, Krishna Ganj, Bhagalpur 984545"
A002565,CR002565,Abha Oza,Female,46,Driver,True,False,"45, Sagar Zila, Ahmedabad 167057"
A002566,CR002566,Om Ranganathan,Male,45,Labourer,True,False,"110, Kohli Zila, Ambala-265467"
A002567,CR002567,Advik Badami,Male,51,Mechanic,True,False,"395, Raju Chowk, Bettiah 534270"
A002568,CR002568,George Gokhale,Male,57,Labourer,True,False,"91/150, Khare Zila, Bangalore-703764"
A002569,CR002569,Gautam Warrior,Male,64,Student,True,False,"32/458, Dutta Road, Ichalkaranji-202944"
A002570,CR002570,Odika Mani,Female,19,Business,True,True,"32, Wali, Bilaspur 489397"
A002571,CR002571,Umang Palla,Male,23,Farmer,True,False,"47/59, Seshadri Zila, Ahmedabad-595787"
A002572,CR002572,Vasana Gour,Female,53,Driver,True,False,"18/842, Bhardwaj, Naihati 957524"
A002573,CR002573,Vedika Bumb,Female,44,Driver,False,False,"H.No. 78, Batra Marg, Kottayam-490082"
A002574,CR002574,Nihal Nadig,Male,58,Driver,True,False,"H.No. 76, Banerjee Nagar, Sangli-Miraj & Kupwad 283385"
A002575,CR002575,Warda Chanda,Female,38,Driver,True,True,"783, Nagar, Rajkot-066870"
A002576,CR002576,Amrita Bath,Female,64,Electrician,False,False,"H.No. 689, Hora Circle, Unnao-638828"
A002577,CR002577,Yachana Rama,Female,51,Electrician,True,False,"H.No. 718, Nanda Nagar, Madhyamgram-159673"
A002578,CR002578,Yadavi Din,Female,61,Self Employed,True,False,"51/32, Baral Road, Ulhasnagar 996659"
A002579,CR002579,Raksha Halder,Female,41,Private Employee,True,False,"H.No. 35, Raju Chowk, Bangalore 115856"
A002580,CR002580,Yug Taneja,Male,26,Student,True,False,"31/75, Loyal Ganj, Aurangabad 311966"
A002581,CR002581,Chatresh Rajan,Male,33,Business,True,False,"98, Toor Nagar, Rampur-109792"
A002582,CR002582,Azad Ramanathan,Male,48,Private Employee,False,True,"21, Ravel Path, New Delhi 147785"
A002583,CR002583,Om Subramaniam,Male,66,Electrician,True,False,"82, Arora Road, Patiala 601969"
A002584,CR002584,Krishna Doshi,Male,48,Student,True,False,"H.No. 40, Bala Street, Cuttack 582441"
A002585,CR002585,Ikshita Thakur,Female,19,Driver,True,True,"25, Anand Street, Coimbatore 640909"
A002586,CR002586,Adweta Narain,Female,39,Electrician,True,True,"42/37, Pandey Ganj, Tirunelveli-562404"
A002587,CR002587,Abha Aurora,Female,33,Private Employee,True,False,"75/90, Badami Circle, Shimoga-974700"
A002588,CR002588,Lekha Jayaraman,Female,46,Mechanic,True,False,"638, Ganguly Circle, Bokaro 953215"
A002589,CR002589,Zansi Jaggi,Female,50,Electrician,True,False,"60/54, Kapadia Zila, Sambalpur-094037"
A002590,CR002590,Aahana Sankar,Female,41,Government Employee,True,False,"H.No. 41, Ravi, Ratlam-547395"
A002591,CR002591,Nathan Sule,Male,22,Driver,True,False,"06/001, Rege Ganj, Shimoga-766273"
A002592,CR002592,Jasmit Chaudhary,Female,47,Electrician,True,True,"669, Karnik Zila, Haridwar-749901"
A002593,CR002593,Lavanya Grewal,Female,62,Self Employed,True,False,"49, Gill Zila, Danapur-542510"
A002594,CR002594,Keya Raju,Female,56,Self Employed,True,False,"H.No. 92, Bahri, Parbhani 623070"
A002595,CR002595,Ladli Devi,Female,28,Farmer,False,False,"573, Minhas Road, Aurangabad-974201"
A002596,CR002596,Laksh Comar,Male,49,Private Employee,True,False,"H.No. 911, Balakrishnan, Tiruvottiyur 508793"
A002597,CR002597,Waida Ramaswamy,Female,59,Farmer,True,False,"99/93, Mittal Nagar, Mahbubnagar-746160"
A002598,CR002598,Yagnesh Shanker,Male,34,Labourer,True,True,"52/665, Shenoy, Guntakal-794483"
A002599,CR002599,Wishi Seth,Female,33,Business,False,False,"12/783, Goda Road, Aizawl-102037"
A002600,CR002600,Eshana Kumar,Female,27,Business,True,False,"26/18, Toor Nagar, Rourkela-407337"
A002601,CR002601,Urishilla Prabhakar,Female,35,Private Employee,True,False,"72, Savant Path, Chittoor-818500"
A002602,CR002602,Vedant Kibe,Male,62,Farmer,False,False,"H.No. 384, Jayaraman Marg, Rajpur Sonarpur 939864"
A002603,CR002603,Ojas Suresh,Male,68,Business,False,False,"38, Mital, Karaikudi-060711"
A002604,CR002604,Victor Lal,Male,52,Business,True,False,"09/381, Deo Path, Chinsurah-794111"
A002605,CR002605,Netra Konda,Female,18,Mechanic,True,False,"62/27, Handa Nagar, Anantapur-895531"
A002606,CR002606,Noah Chanda,Male,36,Mechanic,True,False,"H.No. 251, Palla, Amravati-198667"
A002607,CR002607,Yachana Madan,Female,54,Self Employed,True,False,"34/75, Mand Road, Bihar Sharif-242679"
A002608,CR002608,Falguni Chacko,Female,48,Mechanic,True,False,"H.No. 20, Chauhan Road, Delhi-522886"
A002609,CR002609,Mohini Rau,Female,58,Business,True,False,"02/908, Ben Marg, Amravati 505099"
A002610,CR002610,Vasatika Rama,Female,61,Private Employee,True,False,"H.No. 504, Minhas Road, Bathinda 310426"
A002611,CR002611,Mason Vohra,Male,69,Private Employee,True,False,"H.No. 070, Shanker Chowk, Mira-Bhayandar 259078"
A002612,CR002612,Fiyaz Bandi,Male,61,Driver,True,False,"81/57, Sengupta Marg, Noida-381399"
A002613,CR002613,Hiral Kale,Female,35,Electrician,True,True,"48/656, Muni Zila, Amritsar 990889"
A002614,CR002614,Parth Tripathi,Male,57,Student,False,False,"H.No. 194, Sastry Marg, Vasai-Virar-614895"
A002615,CR002615,Chaitaly Pant,Female,64,Electrician,True,True,"12, Pall Circle, Darbhanga 635467"
A002616,CR002616,Omisha Hari,Female,38,Government Employee,True,False,"H.No. 78, Hari Nagar, Jalna 969580"
A002617,CR002617,Matthew Jhaveri,Male,19,Self Employed,True,True,"671, Peri Path, Nandyal-671270"
A002618,CR002618,Urishilla Mannan,Female,52,Private Employee,True,False,"H.No. 369, Mandal Road, Vijayawada 083588"
A002619,CR002619,Watika Dube,Female,37,Driver,True,False,"562, Loyal Chowk, Hapur 505230"
A002620,CR002620,Devansh Venkatesh,Male,20,Government Employee,True,False,"541, Koshy Ganj, Kanpur-271626"
A002621,CR002621,Zansi Shenoy,Female,59,Farmer,True,False,"17, Behl Road, Kottayam-092356"
A002622,CR002622,Chaaya Gara,Female,33,Farmer,True,True,"54, Banik Nagar, Thiruvananthapuram-084187"
A002623,CR002623,Yug Buch,Male,47,Electrician,True,False,"65/444, Bedi Ganj, Secunderabad 603491"
A002624,CR002624,Janani Baria,Female,58,Electrician,True,False,"59/33, Dey Street, Coimbatore 196288"
A002625,CR002625,Ekansh Kar,Male,54,Driver,True,False,"31, Sem, Avadi 665747"
A002626,CR002626,Harinakshi Barad,Female,27,Government Employee,False,False,"H.No. 82, Arya Road, Anantapur-629176"
A002627,CR002627,Mitali Khatri,Female,34,Student,True,False,"47/514, Hayer Zila, Bellary 068314"
A002628,CR002628,Bhanumati Dixit,Female,27,Student,True,False,"64/891, Bhat, Nagaon 812120"
A002629,CR002629,Lucky Edwin,Male,37,Private Employee,True,False,"79/393, Shan Street, Bhopal 463714"
A002630,CR002630,Lekha Badal,Female,68,Mechanic,True,False,"541, Gole Nagar, Guwahati 981817"
A002631,CR002631,Mahika Narula,Female,65,Business,False,False,"15/47, Wagle Marg, Darbhanga-503140"
A002632,CR002632,Hemani Ranganathan,Female,63,Driver,True,False,"01/12, Mall Chowk, Ahmedabad 570085"
A002633,CR002633,Neel Setty,Male,50,Farmer,True,False,"90/385, Mittal Chowk, Uluberia 442642"
A002634,CR002634,Daksh Manda,Male,64,Electrician,True,False,"13/64, Saran Circle, Nizamabad-838959"
A002635,CR002635,Vasatika Shukla,Female,58,Student,True,False,"25, Ben Path, Gandhidham 762248"
A002636,CR002636,Hema Krishna,Female,18,Farmer,True,False,"65/641, Sehgal Circle, Ongole 146272"
A002637,CR002637,Darpan Vyas,Male,66,Business,True,False,"H.No. 586, Pant Path, Bidhannagar-985814"
A002638,CR002638,Falan Chhabra,Male,39,Electrician,True,False,"43, Palla Marg, Asansol-059785"
A002639,CR002639,Aayush Nadkarni,Male,60,Labourer,True,False,"H.No. 150, Bala Street, Bhatpara 953417"
A002640,CR002640,Girindra Ganguly,Male,25,Business,True,False,"66/41, Sridhar Nagar, Raurkela Industrial Township 007991"
A002641,CR002641,Manbir Vohra,Male,25,Business,True,False,"73/54, Dhillon Ganj, Bettiah 004735"
A002642,CR002642,Chaitaly Master,Female,22,Electrician,True,False,"29/825, Ghosh Chowk, Chandigarh 885940"
A002643,CR002643,Pranit Rajagopal,Male,34,Private Employee,True,True,"120, Gandhi Road, Dhanbad 034012"
A002644,CR002644,David Vig,Male,57,Mechanic,True,False,"H.No. 218, Dhillon Nagar, Guwahati-630412"
A002645,CR002645,Alka Ganguly,Female,46,Labourer,True,False,"466, Chanda Street, Guna 068439"
A002646,CR002646,Mohini Varughese,Female,30,Private Employee,True,False,"52, Raghavan Circle, Kulti 642921"
A002647,CR002647,Nimrat Sathe,Female,62,Farmer,False,True,"38/28, Munshi Street, Jammu 949892"
A002648,CR002648,Zaid Brahmbhatt,Male,63,Farmer,True,False,"68/710, Chakrabarti Street, Ambarnath 657963"
A002649,CR002649,Jackson Pandit,Male,31,Business,True,False,"87, Boase Path, Orai-671457"
A002650,CR002650,Mohammed Balay,Male,52,Electrician,True,False,"H.No. 25, Biswas Zila, Chandigarh-151676"
A002651,CR002651,Kiaan Shankar,Male,62,Private Employee,False,True,"H.No. 138, Kade Ganj, Bathinda 793058"
A002652,CR002652,Darpan Oommen,Male,56,Business,False,False,"37/33, Wable Circle, Miryalaguda-482319"
A002653,CR002653,Ekansh Prabhakar,Male,24,Student,True,False,"90/62, Oza Zila, Bhopal-156739"
A002654,CR002654,Avi Sama,Male,32,Student,True,False,"38/177, Chawla Circle, Kishanganj 176436"
A002655,CR002655,Wriddhish Kata,Male,46,Student,True,False,"H.No. 13, Radhakrishnan Road, Chandigarh-651985"
A002656,CR002656,Ishanvi Kapoor,Female,29,Self Employed,True,False,"69/919, Jhaveri Chowk, Noida-773636"
A002657,CR002657,Rachita Saraf,Female,50,Private Employee,False,False,"30/453, Atwal Zila, Shahjahanpur 394726"
A002658,CR002658,Ekaja Palan,Female,61,Electrician,True,False,"406, Basu Road, Purnia 015309"
A002659,CR002659,Udarsh Dash,Male,58,Farmer,True,False,"969, Nagy Road, Bhagalpur-631403"
A002660,CR002660,Zaid Dixit,Male,47,Mechanic,False,False,"031, Mohan Road, Proddatur 990626"
A002661,CR002661,Jeet Bala,Male,70,Mechanic,False,False,"78/95, Khosla Ganj, Raebareli-074708"
A002662,CR002662,Balhaar Oak,Male,22,Self Employed,True,False,"12, Mutti Marg, Bijapur-120810"
A002663,CR002663,Wakeeta Lall,Female,40,Self Employed,True,False,"775, Soman Nagar, Nellore-516892"
A002664,CR002664,Garima Barad,Female,70,Electrician,False,False,"H.No. 088, Setty Zila, Satara 492923"
A002665,CR002665,Yashawini Sagar,Female,39,Labourer,True,False,"09, Desai Nagar, Kalyan-Dombivli-759759"
A002666,CR002666,Varenya Mitra,Female,24,Private Employee,True,False,"35/28, Salvi Street, Khandwa-457310"
A002667,CR002667,Edhitha Kothari,Female,37,Electrician,True,False,"H.No. 613, Karnik Chowk, Dehri-135479"
A002668,CR002668,Wazir Shere,Male,53,Student,True,False,"34/933, Sastry Path, North Dumdum 816281"
A002669,CR002669,Hredhaan Garg,Male,59,Student,True,False,"H.No. 88, Bhagat Nagar, Pali 026159"
A002670,CR002670,Akshay Munshi,Male,24,Farmer,True,False,"H.No. 26, Lal Circle, Shimoga-881165"
A002671,CR002671,Jack Sidhu,Male,38,Student,False,False,"08/25, Mutti Street, Alwar 466167"
A002672,CR002672,Suhani Dewan,Female,49,Business,True,True,"92/648, Suresh Circle, Adoni-189866"
A002673,CR002673,Yashawini Banerjee,Female,47,Mechanic,True,False,"H.No. 061, Raja Nagar, Etawah 320112"
A002674,CR002674,Arin Bobal,Male,49,Farmer,True,False,"51/502, Ramanathan Marg, Jalandhar 192143"
A002675,CR002675,Harrison Mital,Male,50,Driver,False,False,"60, Taneja Ganj, Darbhanga-980890"
A002676,CR002676,Jalsa Sahota,Female,35,Electrician,True,False,"66, Savant Road, Bhimavaram 906933"
A002677,CR002677,Sai Bahri,Female,18,Business,True,False,"H.No. 64, Bhardwaj, Chandrapur-196624"
A002678,CR002678,Omya Khalsa,Female,37,Electrician,True,False,"065, Sastry Circle, Kolhapur-771157"
A002679,CR002679,Vamakshi Prabhakar,Female,65,Driver,True,True,"08, Batra Circle, Giridih 345527"
A002680,CR002680,Unnati Sharaf,Female,28,Student,True,False,"53/654, Vig Circle, Kurnool 273388"
A002681,CR002681,Upadhriti Kapadia,Female,39,Electrician,True,False,"61/71, Shere Chowk, Jammu 721394"
A002682,CR002682,Falak Comar,Female,23,Government Employee,True,False,"36, Chakraborty Zila, Bijapur 243425"
A002683,CR002683,Girik Shroff,Male,39,Mechanic,True,False,"H.No. 164, Gola Nagar, Sirsa 776620"
A002684,CR002684,Charita Rama,Female,55,Business,True,False,"55/60, Patil Road, Sasaram-058869"
A002685,CR002685,Nakul Kapadia,Male,65,Electrician,True,False,"07/817, Goel Path, Phagwara 117025"
A002686,CR002686,Onkar Chacko,Male,70,Driver,False,False,"569, Krish Ganj, Bokaro-753623"
A002687,CR002687,Frederick Zacharia,Male,54,Electrician,True,False,"H.No. 72, Behl Chowk, Nandyal-438090"
A002688,CR002688,Waida Natarajan,Female,50,Labourer,False,False,"16/681, Shetty Nagar, Bidhannagar-787556"
A002689,CR002689,Brijesh Boase,Male,45,Driver,True,False,"29/43, Sule Road, Machilipatnam 080990"
A002690,CR002690,Arin Uppal,Male,32,Driver,False,False,"78/640, Mohan Road, Shimla-125223"
A002691,CR002691,Zaitra Agate,Female,29,Labourer,True,True,"H.No. 75, Mandal Chowk, Ballia 288913"
A002692,CR002692,Zehaan Varghese,Male,38,Driver,False,False,"78/14, Behl Road, Tiruchirappalli-468901"
A002693,CR002693,Bhavani Mann,Female,32,Labourer,False,False,"966, Kashyap Marg, Pudukkottai-898202"
A002694,CR002694,Prisha Goswami,Female,44,Private Employee,True,False,"75/387, Seth Marg, Raurkela Industrial Township 841233"
A002695,CR002695,Saksham Walia,Male,56,Electrician,False,False,"979, Das Zila, Satna-718100"
A002696,CR002696,Megha Mann,Female,27,Student,True,False,"524, Sant Ganj, Varanasi 510426"
A002697,CR002697,Nicholas Narain,Male,18,Mechanic,True,False,"58, Tiwari Ganj, Avadi-556162"
A002698,CR002698,Jai Sood,Male,19,Farmer,True,False,"39, Kara Road, Chandigarh-887921"
A002699,CR002699,Harshil Johal,Male,20,Farmer,True,False,"18/767, Khalsa Chowk, Bardhaman 979786"
A002700,CR002700,Zayyan Sama,Male,36,Self Employed,True,False,"H.No. 700, Tella Road, Nellore-202179"
A002701,CR002701,Divya Bakshi,Female,22,Private Employee,False,False,"82/08, Sharaf Marg, Jammu 610727"
A002702,CR002702,Anvi Mahajan,Female,34,Mechanic,True,False,"34, Wason Marg, Ambarnath 584292"
A002703,CR002703,Ekiya Gole,Female,29,Private Employee,True,False,"12/129, Sama Street, Warangal-441683"
A002704,CR002704,Nitesh Ram,Male,47,Government Employee,False,False,"H.No. 63, Raman Zila, Karnal 891386"
A002705,CR002705,Bhavya Choudhry,Female,63,Farmer,True,False,"16, Pall Circle, Silchar 466108"
A002706,CR002706,Hemal Peri,Female,54,Electrician,True,False,"21/967, Bal Path, Karawal Nagar-842199"
A002707,CR002707,Anita Kanda,Female,50,Mechanic,True,False,"757, Chokshi Circle, Ajmer-597154"
A002708,CR002708,Eiravati Arya,Female,51,Labourer,False,True,"H.No. 222, Pai Circle, Tirunelveli-062623"
A002709,CR002709,Aayush Chaudhuri,Male,51,Business,True,False,"78/40, Agrawal Circle, South Dumdum-450052"
A002710,CR002710,Harinakshi Ramesh,Female,44,Mechanic,False,False,"268, Dash Path, Proddatur 185854"
A002711,CR002711,Anmol Arya,Male,56,Electrician,True,False,"H.No. 91, Vala Street, Karawal Nagar-028651"
A002712,CR002712,Yashasvi Palla,Female,53,Student,True,False,"85/776, Sodhi Road, Tenali-507363"
A002713,CR002713,Zehaan Goswami,Male,49,Self Employed,True,False,"38/170, Upadhyay Path, Ghaziabad-810008"
A002714,CR002714,Bachittar Bhagat,Male,62,Student,False,False,"36/50, Hans Chowk, Varanasi 973895"
A002715,CR002715,Fitan Joshi,Male,69,Student,False,False,"H.No. 667, Nadkarni Zila, Madanapalle-754239"
A002716,CR002716,Lakshit Doshi,Male,40,Self Employed,True,False,"675, Naidu Marg, Kalyan-Dombivli 882618"
A002717,CR002717,Shravya Karan,Female,22,Driver,True,False,"35/697, Badami Marg, Delhi-987997"
A002718,CR002718,Yuvraj Taneja,Male,42,Government Employee,True,False,"35/575, Parmar Marg, Bulandshahr-528545"
A002719,CR002719,Balhaar Murthy,Male,61,Student,False,False,"H.No. 042, Kunda Marg, Kumbakonam 311509"
A002720,CR002720,Udant Lala,Male,66,Self Employed,False,False,"16, Manne Nagar, Suryapet-665963"
A002721,CR002721,Urishilla Bhalla,Female,25,Government Employee,True,False,"20/82, Varughese Chowk, Bijapur-773227"
