employee_id,kgid,employee_name,gender,date_of_birth,blood_group,rank,rank_code,appointment_date,district,taluk,police_station_name,police_station_id
EMP000543,530326,Om Dixit,Male,1997-05-27,A-,Police Constable,PC,2008-01-10,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000544,345834,Quincy Kar,Female,1997-05-09,B-,Police Sub Inspector,PSI,2011-06-19,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000545,930488,Jackson Wagle,Male,1980-03-15,B-,Police Constable,PC,2024-09-17,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000546,458299,Azad Kibe,Female,1969-12-22,AB+,Police Constable,PC,2001-07-26,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000547,145076,Atharv Narayanan,Male,1970-08-10,B-,Deputy Inspector General of Police,DIG,2001-06-03,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000548,907202,Wriddhish Mand,Female,2002-10-03,B-,Police Constable,PC,2022-10-17,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000549,438571,Sneha Chokshi,Female,1990-03-09,AB-,Head Constable,HC,1996-12-15,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000550,473532,Vedika Banerjee,Male,1994-11-22,A+,Police Constable,PC,2005-04-01,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000551,245235,Azad Aurora,Female,1986-04-22,A-,Police Constable,PC,2000-01-30,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000552,634324,Ekiya Venkataraman,Female,1976-08-24,O-,Police Constable,PC,2008-05-31,Belagavi,Kittur,Camp PS,CAMP_PS
EMP000553,793268,Azad Nair,Female,1993-10-08,O+,Assistant Sub Inspector,ASI,2011-05-14,Belagavi,Khanapur,Bailahongal PS,BAILAHONGAL_PS
EMP000554,592797,Omya Varghese,Male,1972-09-19,O-,Police Constable,PC,2015-05-15,Belagavi,Khanapur,Bailahongal PS,BAILAHONGAL_PS
EMP000555,906046,Ayaan Sodhi,Female,2000-11-06,B-,Police Constable,PC,2006-04-30,Belagavi,Khanapur,Bailahongal PS,BAILAHONGAL_PS
EMP000556,242441,Raksha Krish,Female,1978-11-12,A+,Head Constable,HC,2009-07-06,Belagavi,Khanapur,Bailahongal PS,BAILAHONGAL_PS
EMP000557,957802,Reva Kalita,Male,1969-03-03,AB+,Police Constable,PC,2011-12-16,Belagavi,Khanapur,Bailahongal PS,BAILAHONGAL_PS
EMP000558,712142,Yuvraj Nayak,Male,1983-05-10,B-,Police Constable,PC,2008-04-29,Belagavi,Khanapur,Bailahongal PS,BAILAHONGAL_PS
EMP000559,731674,Nihal Saraf,Female,1979-05-17,AB+,Police Inspector,PI,2016-09-17,Belagavi,Khanapur,Bailahongal PS,BAILAHONGAL_PS
EMP000560,595017,Simon Brahmbhatt,Male,1993-10-30,A+,Police Sub Inspector,PSI,2000-05-11,Belagavi,Khanapur,Bailahongal PS,BAILAHONGAL_PS
EMP000561,484185,Damyanti Narasimhan,Female,1984-04-24,A-,Police Constable,PC,2021-03-15,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000562,801017,Jai Tripathi,Male,1974-01-12,A-,Police Constable,PC,2003-12-05,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000563,102415,Anthony Hora,Female,1987-03-24,A+,Police Constable,PC,2024-06-10,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000564,541800,Lakshit Bose,Male,1999-04-16,A-,Police Sub Inspector,PSI,2007-04-08,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000565,200345,Ansh Ramesh,Female,1983-03-06,AB-,Deputy Superintendent of Police,DySP,2018-12-19,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000566,462409,Atharv Kumar,Male,2001-10-18,O-,Additional Superintendent of Police,Addl. SP,2011-03-12,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000567,215171,Hritik Chatterjee,Female,1972-07-19,B+,Police Constable,PC,2001-02-14,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000568,641506,Chavvi Saran,Female,1969-01-19,A+,Police Constable,PC,2024-06-21,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000569,808512,Aayush Nath,Female,1993-01-12,AB-,Police Constable,PC,2014-08-28,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000570,959596,Omisha Morar,Female,1973-12-04,AB+,Police Constable,PC,1996-12-28,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000571,778160,Vyanjana Apte,Female,1970-11-24,O-,Head Constable,HC,2023-11-06,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000572,520915,Tejas Narayanan,Male,1996-08-12,B+,Police Inspector,PI,1996-09-23,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000573,264664,Hredhaan Muni,Female,1990-04-07,B-,Police Constable,PC,2010-03-20,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000574,548606,Veer Borde,Male,2002-10-01,A-,Police Constable,PC,2025-05-28,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000575,881695,Sanya Bhandari,Male,1982-08-03,AB-,Assistant Sub Inspector,ASI,2002-05-22,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000576,771349,Champak Rattan,Male,1992-11-01,A-,Police Constable,PC,1998-02-09,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000577,117926,Gautami Zacharia,Female,1992-08-11,B-,Police Inspector,PI,2013-04-12,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000578,291142,Ayush Balay,Male,1983-07-12,A+,Police Sub Inspector,PSI,2011-10-01,Belagavi,Kittur,Basaweshwar Chowk PS,BASAWESHWAR_CHOWK_PS
EMP000579,969982,Ayushman Khalsa,Male,1987-06-05,A+,Police Constable,PC,2017-05-27,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000580,302429,Qadim Acharya,Male,1998-09-12,AB-,Police Constable,PC,2022-12-17,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000581,246516,Baljiwan Babu,Female,1981-12-24,O-,Head Constable,HC,2022-10-30,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000582,495932,Falan Balakrishnan,Female,1989-02-05,O-,Deputy Superintendent of Police,DySP,1998-06-01,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000583,187405,Nitesh Kaul,Female,1988-04-02,A-,Police Sub Inspector,PSI,1999-06-24,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000584,744789,Bakhshi Kakar,Female,1986-04-19,B+,Additional Director General of Police,ADGP,2009-10-02,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000585,990618,Sudiksha Suri,Male,1995-10-03,O-,Police Inspector,PI,1998-07-06,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000586,490313,Nisha Das,Male,1986-08-18,A-,Police Constable,PC,1997-07-02,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000587,992870,Odika Amble,Female,1971-07-25,AB+,Police Inspector,PI,2014-09-01,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000588,312070,Yasti Sarin,Male,1995-07-08,AB+,Police Constable,PC,2005-04-13,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000589,435617,Alka Borra,Male,1995-12-21,AB+,Police Constable,PC,2007-01-09,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000590,812911,Lopa Behl,Female,2000-01-10,O-,Police Constable,PC,1997-03-04,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000591,395064,Girish Mani,Male,1980-12-07,O+,Head Constable,HC,2021-05-06,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000592,276650,Leela Kara,Male,1975-04-19,AB-,Police Constable,PC,2021-07-13,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000593,353413,Raksha Merchant,Male,1983-04-07,AB+,Police Constable,PC,2013-05-25,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000594,267386,Tripti Mand,Female,1971-06-03,AB-,Head Constable,HC,1997-07-30,Belagavi,Gokak,Athani PS,ATHANI_PS
EMP000595,838505,Gaurangi Anand,Male,1982-10-27,AB+,Police Constable,PC,2000-06-22,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000596,398683,Liam Padmanabhan,Female,1996-12-09,B-,Head Constable,HC,2019-02-22,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000597,353376,Krishna Ramesh,Male,1982-06-16,O-,Assistant Sub Inspector,ASI,2006-03-29,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000598,440007,Jairaj Mammen,Female,1982-10-04,B-,Head Constable,HC,1997-05-14,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000599,355227,Dayita Mammen,Male,1970-04-21,AB+,Police Constable,PC,2023-08-06,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000600,760126,Gautam Muni,Male,1970-05-14,O+,Police Constable,PC,2006-04-25,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000601,161713,Anika Kuruvilla,Female,1992-07-24,B+,Police Inspector,PI,2004-07-20,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000602,139934,Diya Misra,Male,1995-02-01,O-,Head Constable,HC,2012-04-30,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000603,212674,Ekavir Ramanathan,Male,1970-03-23,O+,Head Constable,HC,2001-12-19,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000604,421395,Vasudha Ram,Female,1988-05-07,A-,Assistant Sub Inspector,ASI,2020-12-25,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000605,991766,Chavvi Sethi,Male,1995-12-01,A+,Police Constable,PC,2014-01-09,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000606,263978,Luke Borah,Male,1977-08-24,A+,Police Constable,PC,2005-06-24,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000607,273113,Jhalak Mandal,Female,1997-02-07,B+,Police Constable,PC,2003-12-01,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000608,954576,Lila Chakraborty,Male,1997-10-29,O+,Assistant Sub Inspector,ASI,2018-03-30,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000609,468541,Ekaja Rajagopal,Male,1985-09-30,O+,Police Sub Inspector,PSI,2021-03-25,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000610,425011,Lila Agrawal,Male,1984-03-27,O-,Police Constable,PC,2002-08-23,Belagavi,Yaragatti,Kakati PS,KAKATI_PS
EMP000611,700759,Bhavna Sundaram,Male,1973-03-08,B-,Head Constable,HC,2003-12-09,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000612,113173,Damyanti Kalita,Male,1968-11-16,O-,Head Constable,HC,1998-07-14,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000613,299728,Gaurika Jayaraman,Male,1983-10-06,O-,Head Constable,HC,2008-10-21,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000614,498597,Warda Nagi,Male,1987-03-25,O-,Police Sub Inspector,PSI,2019-11-14,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000615,664995,Xalak Bhargava,Female,1977-10-13,A-,Police Constable,PC,1997-10-23,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000616,561899,Riya Anand,Male,1972-04-24,AB+,Police Constable,PC,2000-09-26,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000617,592713,Maanav Sidhu,Female,1986-08-20,A+,Police Constable,PC,2013-06-04,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000618,359554,Daksh Karan,Female,1996-01-27,B-,Police Constable,PC,2003-10-30,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000619,841374,Netra Samra,Female,2004-03-10,O-,Police Constable,PC,1999-07-03,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000620,199991,Vritti Bobal,Female,1976-04-01,B-,Police Sub Inspector,PSI,2025-02-25,Belagavi,Ramdurg,Nesargi PS,NESARGI_PS
EMP000621,800974,Ekantika Chadha,Male,1976-07-27,A+,Police Constable,PC,2015-06-01,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000622,591401,Nitesh Hayer,Male,2002-03-04,A+,Additional Superintendent of Police,Addl. SP,2017-04-02,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000623,293405,Onkar Rai,Male,1996-10-23,A-,Inspector General of Police,IGP,2022-05-12,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000624,691317,Anya Mannan,Male,1991-04-23,O+,Police Constable,PC,2019-07-24,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000625,417953,Chasmum Mahajan,Female,1995-08-28,O-,Police Constable,PC,2021-08-31,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000626,225130,Michael Kar,Female,1974-09-29,B-,Police Constable,PC,2014-02-16,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000627,473239,Sudiksha Cherian,Female,1990-09-05,O+,Police Sub Inspector,PSI,2011-01-11,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000628,985207,Jagat Kant,Male,1970-05-24,A-,Additional Superintendent of Police,Addl. SP,2002-10-07,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000629,703105,Yauvani Mittal,Male,1992-04-21,AB-,Assistant Sub Inspector,ASI,2015-10-28,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000630,852106,Henry Devi,Female,1977-05-28,AB-,Police Constable,PC,2010-02-19,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000631,279093,Abdul Natarajan,Female,1993-07-30,O+,Head Constable,HC,2010-07-25,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000632,619953,Qasim Saini,Male,2001-01-18,B+,Head Constable,HC,2006-05-22,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000633,672973,Samaksh Nath,Male,1972-11-22,B+,Police Constable,PC,2014-05-05,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000634,566404,Chatresh Deep,Male,1993-06-15,AB+,Deputy Superintendent of Police,DySP,2017-07-20,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000635,714458,Dakshesh Mane,Female,1980-02-05,AB+,Police Sub Inspector,PSI,2008-10-02,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000636,127238,Omkaar Nanda,Female,2000-10-11,B-,Police Constable,PC,2005-10-20,Belagavi,Khanapur,Khadebazar PS,KHADEBAZAR_PS
EMP000637,371787,Chakradev Kumar,Female,1988-08-31,A+,Police Sub Inspector,PSI,2020-09-10,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000638,102636,Anay Pandya,Male,1990-01-20,B+,Police Sub Inspector,PSI,2013-02-07,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000639,631772,Ayush Tank,Male,1996-03-26,A+,Police Constable,PC,2008-03-18,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000640,493063,Ekta Tata,Male,1991-05-06,AB+,Police Constable,PC,2018-08-07,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000641,511167,Manthan Kapoor,Male,1976-11-30,A-,Police Sub Inspector,PSI,1999-07-17,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000642,407251,Aradhana Sethi,Male,1973-08-01,B+,Police Constable,PC,2015-11-07,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000643,365090,Charita Lala,Male,1983-06-10,A+,Police Constable,PC,1998-04-20,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000644,208337,Tejas Mody,Male,1970-03-24,B-,Police Constable,PC,2004-02-29,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000645,865833,Neelima Mohanty,Female,1997-05-23,O-,Police Constable,PC,2010-07-02,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000646,740197,Unni Puri,Male,2002-05-11,A+,Assistant Sub Inspector,ASI,2013-12-23,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000647,219693,Hemangini Shanker,Female,1995-08-25,A-,Police Constable,PC,2015-12-20,Belagavi,Savadatti,Belgaum North Traffic PS,BELGAUM_NORTH_TRAFFIC_PS
EMP000648,363199,Keya Lanka,Male,1987-10-31,B-,Police Inspector,PI,2006-10-30,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000649,903970,Sudiksha Chander,Female,1982-09-08,B-,Assistant Sub Inspector,ASI,2023-01-16,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000650,404747,David Rai,Male,1972-06-25,AB-,Police Constable,PC,2012-12-23,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000651,371904,Hema Barad,Female,1978-10-10,AB+,Police Constable,PC,2025-06-08,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000652,557944,Eesha Rana,Female,2000-01-24,A+,Police Constable,PC,2017-07-25,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000653,734387,Chakradhar Kale,Male,2000-06-12,B+,Police Constable,PC,2003-03-06,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000654,275832,Liam Sahni,Male,1980-12-24,B+,Assistant Sub Inspector,ASI,2008-01-13,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000655,111938,Reva Bal,Male,1994-10-27,O+,Head Constable,HC,2000-06-01,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000656,730851,Harshil Badami,Male,1989-01-26,A+,Head Constable,HC,2008-02-02,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000657,155489,Yashasvi Kurian,Female,2000-07-01,AB+,Head Constable,HC,2003-07-08,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000658,484133,Sathvik Amble,Female,1998-03-13,O+,Head Constable,HC,2004-07-06,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000659,971848,Yauvani Anand,Female,2001-10-19,AB-,Police Inspector,PI,2007-07-07,Belagavi,Gokak,Bagewadi PS,BAGEWADI_PS
EMP000660,577790,Chakradev Biswas,Female,1977-07-09,AB+,Police Constable,PC,2007-05-29,Belagavi,Savadatti,Belagavi CEN Crime PS,BELAGAVI_CEN_CRIME_PS
EMP000661,292212,Faras Chopra,Male,1982-08-11,O-,Head Constable,HC,2007-03-19,Belagavi,Savadatti,Belagavi CEN Crime PS,BELAGAVI_CEN_CRIME_PS
EMP000662,585317,Aryan Palla,Male,1970-09-07,B+,Police Constable,PC,2011-10-20,Belagavi,Savadatti,Belagavi CEN Crime PS,BELAGAVI_CEN_CRIME_PS
EMP000663,225904,Henry Kalla,Female,1999-06-28,B-,Police Constable,PC,2016-11-22,Belagavi,Savadatti,Belagavi CEN Crime PS,BELAGAVI_CEN_CRIME_PS
EMP000664,826905,Hredhaan Chana,Female,1988-12-11,B+,Head Constable,HC,2020-10-16,Belagavi,Savadatti,Belagavi CEN Crime PS,BELAGAVI_CEN_CRIME_PS
EMP000665,386936,Rehaan Dass,Female,1985-10-08,AB+,Head Constable,HC,2001-03-29,Belagavi,Savadatti,Belagavi CEN Crime PS,BELAGAVI_CEN_CRIME_PS
EMP000666,460668,Samar D’Alia,Female,1987-07-22,O+,Police Constable,PC,2018-06-22,Belagavi,Savadatti,Belagavi CEN Crime PS,BELAGAVI_CEN_CRIME_PS
EMP000667,278352,Matthew Atwal,Male,1992-12-22,A+,Police Inspector,PI,2005-01-05,Belagavi,Savadatti,Belagavi CEN Crime PS,BELAGAVI_CEN_CRIME_PS
EMP000668,711962,Michael Reddy,Female,1991-05-11,A+,Police Constable,PC,2018-01-12,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000669,397324,Elijah Chandra,Male,1976-04-09,AB-,Police Constable,PC,2017-08-13,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000670,718929,Falak Vala,Male,1972-09-15,A+,Police Constable,PC,2013-05-13,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000671,690699,Anirudh Kant,Male,1996-03-24,A+,Head Constable,HC,2024-05-16,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000672,659911,Fitan Chandran,Female,2003-09-29,B-,Police Constable,PC,2008-02-01,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000673,644439,Hemani Gandhi,Male,1995-06-15,B-,Police Constable,PC,2007-12-01,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000674,391544,Lekha Pradhan,Male,1989-12-24,B+,Police Constable,PC,2013-04-23,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000675,237851,Qadim Wali,Male,1990-09-28,O+,Police Constable,PC,2010-02-20,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000676,384401,Deepa Sankaran,Female,2001-11-17,A+,Head Constable,HC,2019-08-04,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000677,427270,Ekavir Pillay,Female,1977-10-23,B-,Police Constable,PC,2002-07-07,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000678,623569,Wriddhish Ghose,Male,1984-10-22,AB-,Police Constable,PC,2024-08-22,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000679,862990,Nilima Oommen,Male,1982-09-12,A+,Head Constable,HC,2021-10-10,Belagavi,Belagavi,Ankalgi PS,ANKALGI_PS
EMP000680,251533,Rayaan Narang,Female,1977-01-22,AB-,Police Inspector,PI,1996-09-30,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000681,135978,Ira Sabharwal,Male,2000-06-12,A+,Head Constable,HC,1999-07-28,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000682,138170,Rachana Vaidya,Female,1998-09-14,B+,Police Constable,PC,2007-06-03,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000683,869101,Wahab Swaminathan,Female,1983-03-08,O-,Police Sub Inspector,PSI,2001-06-02,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000684,141151,Zaitra Patil,Female,1972-07-11,A-,Police Constable,PC,2014-10-03,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000685,781849,Liam Bawa,Female,1980-05-01,O+,Police Constable,PC,2012-04-03,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000686,663659,Maanas Dass,Male,1968-09-19,B-,Police Constable,PC,2012-01-23,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000687,173806,Urvi Bal,Female,1999-02-22,O-,Assistant Sub Inspector,ASI,2001-11-04,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000688,679165,Owen Shenoy,Male,1974-12-16,B+,Police Constable,PC,2012-11-07,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000689,307816,Hitesh Taneja,Male,1972-07-09,O-,Head Constable,HC,2017-12-31,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000690,660055,Geetika Grover,Female,1969-06-05,AB+,Police Constable,PC,2023-02-26,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000691,713420,Krish Raman,Female,1977-06-12,A+,Police Constable,PC,2006-06-16,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000692,372571,Madhav Dugal,Female,1988-06-24,A-,Police Constable,PC,2011-08-30,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000693,207133,Tara Chana,Male,1979-09-22,A-,Assistant Sub Inspector,ASI,2001-03-01,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000694,360519,Jason Padmanabhan,Male,1993-11-01,A-,Police Constable,PC,2020-11-06,Belagavi,Gokak,Doddawad PS,DODDAWAD_PS
EMP000695,482262,Dalbir Ben,Female,1974-03-25,B+,Police Constable,PC,2000-03-22,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000696,647533,Yashasvi Halder,Female,1993-03-14,B+,Police Constable,PC,2010-07-04,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000697,986316,Bhanumati Iyer,Male,1979-02-02,B+,Head Constable,HC,2016-12-01,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000698,991262,Nakul Anand,Female,1969-02-25,A+,Police Inspector,PI,2001-06-23,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000699,279418,Tamanna Pall,Male,1969-08-13,AB+,Police Sub Inspector,PSI,2004-04-30,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000700,641518,Michael Sharaf,Female,1982-12-24,O-,Police Constable,PC,2014-06-30,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000701,502685,Lavanya Oommen,Female,1970-02-20,B+,Head Constable,HC,2019-01-14,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000702,834860,Hardik Borah,Female,1970-04-06,AB-,Deputy Inspector General of Police,DIG,2001-12-24,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000703,940419,Aarav Patla,Male,1994-09-21,A+,Police Sub Inspector,PSI,2014-03-23,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000704,801780,Chavvi Borah,Female,2004-05-13,O+,Police Constable,PC,2013-05-19,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000705,175326,Veda Chawla,Male,1969-12-23,A+,Assistant Sub Inspector,ASI,1999-03-13,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000706,861223,Priya Dugar,Male,1991-11-12,B-,Police Inspector,PI,1999-02-27,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000707,982080,Urishilla Chahal,Male,1992-03-04,AB+,Police Sub Inspector,PSI,2023-06-28,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000708,991172,Hiral Ganesh,Male,1976-06-22,B+,Police Constable,PC,2018-05-05,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000709,166724,Utkarsh Bhat,Female,1994-05-03,AB+,Assistant Sub Inspector,ASI,2017-11-25,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
EMP000710,932491,Leela Sur,Female,1975-02-14,O+,Assistant Sub Inspector,ASI,1996-11-04,Belagavi,Hukkeri,Soundatti PS,SOUNDATTI_PS
